Business name,features
Camp Crucis,"32.459452999999996, -97.8268442, Retreat center, 4.9, Texas"
Bunkhaus of San Antonio,"29.453206299999998, -98.51475239999999, Hostel, 3.1, Texas"
DEFY Sparks,"39.5318234, -119.72128079999999, Group accommodation, 4.7, Nevada"
The Salvation Army Center of Hope,"26.7000149, -80.1139555, Lodging, 3.8, Florida"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Hot spring hotel, 4.4, Nevada"
Ha' Penny Inn,"32.8054128, -116.92465209999999, Motel, 3.1, California"
Harbor Island Apartments,"36.109714, -115.1578794, Hotel, 2.4, Nevada"
Red Roof Inn Orlando West,"28.5527265, -81.5461443, Motel, 3.7, Florida"
Great Western Inn,"31.0727691, -97.35919179999999, Hotel, 2.8, Texas"
Chase Field Training Complex,"28.3777752, -97.6630936, Lodging, 4.0, Texas"
Haven Motel,"26.108345, -80.2025146, Motel, 3.4, Florida"
Summit Inn Hotel & Suites,"29.891854, -97.915345, Inn, 2.1, Texas"
Bed and Biscuit Inn,"29.4687222, -81.1423722, Lodging, 4.7, Florida"
Catskill Inn,"42.228553, -73.8694257, Motel, 2.6, New York"
The Views,"32.6791441, -117.17775909999999, Resort hotel, 3.5, California"
The Castaways On the River,"29.1658458, -81.52429, Hotel, 4.5, Florida"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Hot spring hotel, 4.4, Nevada"
Tahoe Chalet Inn-Lake Tahoe Hotel,"38.9516363, -119.94953539999999, Inn, 3.8, California"
Aqua Motel,"33.7606239, -117.8642654, Inn, 3.7, California"
La Quinta Inn by Wyndham,"32.7040649, -96.27665309999999, Indoor lodging, 3.6, Texas"
Georgetown Inn,"42.7681809, -75.7365593, Inn, 4.4, New York"
Recharge Bar & Grill,"39.5540812, -119.4900325, Hotel, 3.6, Nevada"
Mystic Water Resort,"42.0286483, -78.64218129999999, Resort hotel, 4.7, New York"
Hilltop Lakes Welcome Center,"31.0768077, -96.2111673, Resort hotel, 4.6, Texas"
Strata Restaurant and Bar,"29.995185, -95.57132299999999, Self-catering accommodation, 3.8, Texas"
La Quinta Inn by Wyndham,"32.7040649, -96.27665309999999, Indoor lodging, 3.6, Texas"
Red Roof Inn Orlando West,"28.5527265, -81.5461443, Inn, 3.7, Florida"
Pet Express Wash,"41.1095097, -73.79626499999999, Pet friendly accommodation, 4.8, New York"
Amco Hotel and Suites/ Fort Hood,"31.118394799999997, -97.7433471, Hotel, 2.6, Texas"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Resort hotel, 4.4, Nevada"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
Knights Inn Bradenton,"27.479056, -82.562516, Inn, 3.2, Florida"
Scottish Inns & Suites,"29.784008099999998, -95.6496154, Indoor lodging, 3.6, Texas"
Smallwood Beach,"41.658265799999995, -74.812007, Resort hotel, 4.7, New York"
Florida Motel,"29.916937899999997, -81.32233699999999, Motel, 4.8, Florida"
Jackie Robinson Training Complex,"27.6430103, -80.4282588, Hotel, 4.4, Florida"
Minute Suites DFW Terminal A,"32.9024198, -97.0386697, Hotel, 4.0, Texas"
Valley Motel,"32.775951299999996, -97.36727139999999, Hotel, 2.8, Texas"
Everglades Hostel and Tours- An Urban Oasis,"25.447527899999997, -80.4796578, Hostel, 4.5, Florida"
Raymond Motor Inn,"32.7187361, -102.64825359999999, Hotel, 2.3, Texas"
Rayburn Country Resort Golf Course,"31.074375099999997, -94.0259552, Resort hotel, 4.3, Texas"
Lake June Vacation Resort,"27.307603999999998, -81.370385, Resort hotel, 4.5, Florida"
Comfort Inn & Suites Longview South - I-20,"32.449475299999996, -94.71444369999999, Lodge, 3.9, Texas"
Knights Inn Jacksboro,"33.203849999999996, -98.15225, Motel, 3.4, Texas"
Quality Inn Anaheim North,"33.8526403, -117.9249193, Lodge, 2.9, California"
Black Rock Cottages,"30.761483, -98.45929819999999, Indoor lodging, 4.2, Texas"
Days Inn by Wyndham Mt. Pleasant,"33.1659363, -94.9991546, Lodge, 3.6, Texas"
Olcott Harbor Resort,"43.333818799999996, -78.7205621, Hotel, 4.3, New York"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Hot spring hotel, 4.4, Nevada"
Riverside Golf & Boating Resort Office,"27.681582799999997, -82.46522689999999, Resort hotel, 4.3, Florida"
LaFleur de Beaute Inc,"43.026713, -76.04328699999999, Resort hotel, 4.5, New York"
The Castaways On the River,"29.1658458, -81.52429, Hotel, 4.5, Florida"
The Villas at Seven Dwarfs,"28.324064999999997, -81.466306, Resort hotel, 4.5, Florida"
League City Lodge 1053 AF&AM,"29.5108139, -95.0911897, Lodge, 4.9, Texas"
Marco Resort & Club,"25.973250999999998, -81.7283717, Hotel, 4.4, Florida"
Brazos - Proper Texas Kitchen,"30.6105351, -96.3433185, Hotel, 4.1, Texas"
Mitchell Lodge,"30.014074299999997, -100.20800779999999, Lodge, 3.9, Texas"
Quality Inn,"40.7427025, -73.911645, Hotel, 3.1, New York"
Motel Oasis,"32.7218418, -97.30409379999999, Motel, 2.8, Texas"
Grande Motel,"31.472958199999997, -100.4438581, Motel, 2.9, Texas"
Lotus Pond Center for Yoga and Health,"28.044889599999998, -82.5462697, Retreat center, 4.9, Florida"
Good Shepherd Pet Hospital,"28.193124599999997, -82.596091, Pet friendly accommodation, 4.7, Florida"
Harbor Island Apartments,"36.109714, -115.1578794, Extended stay hotel, 2.4, Nevada"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Lodge, 2.8, Florida"
The Villas at Seven Dwarfs,"28.324064999999997, -81.466306, Resort hotel, 4.5, Florida"
Seville Hotel & Apartments,"26.125639999999997, -80.1047574, Hotel, 4.1, Florida"
Horse Shoe Motel,"39.5315278, -119.8116611, Motel, 2.7, Nevada"
Motel 6 San Angelo - South,"31.4162987, -100.4404248, Motel, 2.9, Texas"
Vegas Verdee Motel,"36.1895725, -115.1348707, Motel, 3.0, Nevada"
Vanderbilt House Hotel,"42.2484432, -73.6568506, Hotel, 4.4, New York"
Days Inn by Wyndham Pearsall,"28.890697399999997, -99.11810679999999, Lodge, 3.7, Texas"
Pineridge Cross Country Ski Area,"42.6921488, -73.4632371, Ski resort, 4.8, New York"
Cedarwood Travel Lodge,"42.901392799999996, -77.7082501, Motel, 4.5, New York"
Coliseum Motor Inn,"40.7230485, -73.57426989999999, Motel, 2.5, New York"
The Wildflower Country Inn and Event Center,"29.9430053, -98.1018268, Lodge, 5.0, Texas"
The Castaways On the River,"29.1658458, -81.52429, Motel, 4.5, Florida"
Playa Del Oro Apartments,"33.9595869, -118.42037529999999, Indoor lodging, 4.0, California"
Belleayre Overlook Lodge,"42.1305171, -74.5060409, Lodge, 4.5, New York"
Scottish Inns,"27.742319, -98.0844982, Hotel, 3.4, Texas"
Moose Lodge 557,"30.523487499999998, -87.20717429999999, Lodge, 4.7, Florida"
Sandbar Rooftop,"40.7455564, -73.9937483, Hotel, 4.0, New York"
"Providence, Fl","30.0023019, -82.5467682, Hotel, 4.4, Florida"
Fountainlodge.motel,"28.7779018, -81.2761652, Lodge, 3.2, Florida"
Ez Pro Kitchen,"27.973813, -82.496977, Self-catering accommodation, 4.6, Florida"
Buffalo Airport Inn,"42.950626299999996, -78.693213, Motel, 2.4, New York"
Loyal Order of Moose,"25.6063816, -80.34988729999999, Lodging, 4.8, Florida"
Playa Del Oro Apartments,"33.9595869, -118.42037529999999, Indoor lodging, 4.0, California"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Resort hotel, 4.4, Nevada"
Black Bayou RV and Cabins,"28.6452551, -96.8928785, Hotel, 3.9, Texas"
Ace Motor Lodge,"39.5273019, -119.8144088, Hotel, 2.7, Nevada"
Siena Golf Club,"36.107853999999996, -115.32462299999999, Resort hotel, 4.4, Nevada"
Fairbridge Inn & Suites,"33.0174164, -96.79793339999999, Hotel, 3.3, Texas"
Linfield Motel,"32.7152047, -96.7554907, Hotel, 3.3, Texas"
Valley Motel,"32.775951299999996, -97.36727139999999, Hotel, 2.8, Texas"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
Summit Inn Hotel & Suites,"29.891854, -97.915345, Lodge, 2.1, Texas"
Sunset RV Park & Cabins,"30.8031692, -94.4279174, Cabin rental agency, 4.1, Texas"
Campus By the Sea,"33.369988, -118.34801999999999, Group accommodation, 4.4, California"
Rodeway Inn,"26.187549999999998, -80.15376669999999, Motel, 2.2, Florida"
Rodeway Inn & Suites,"34.068798699999995, -118.0997263, Hotel, 3.3, California"
Coloma Cottages,"38.7993522, -120.88576499999999, Resort hotel, 5.0, California"
The Spa at Loews Regency San Francisco,"37.792456, -122.40078899999999, Hotel, 4.3, California"
The Courtyard at the Oak,"28.0866041, -80.6517137, Hotel, 4.0, Florida"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
Anglers Riverside Retreat,"29.164261399999997, -81.52430869999999, Motel, 4.5, Florida"
Mentone Beach Moose Lodge,"34.070712, -117.11845299999999, Lodge, 4.5, California"
Cedar Grove Camps,"44.495606099999996, -75.6320769, Cabin rental agency, 4.9, New York"
"Yreka, CA","41.7281455, -122.63948819999999, Hotel, 4.1, California"
Americas Best Value Inn Las Vegas,"36.0995491, -115.1652331, Motel, 2.9, Nevada"
Stagecoach Chairlift - Heavenly Ski Resort,"38.9605436, -119.8870561, Ski resort, 4.7, Nevada"
Bonita Bay Club,"26.3507301, -81.81227799999999, Indoor lodging, 4.6, Florida"
The Castaways On the River,"29.1658458, -81.52429, Resort hotel, 4.5, Florida"
Kays Tour and Cruise,"30.1820572, -82.6191837, Group accommodation, 4.8, Florida"
Holiday Inn Buffalo-Downtown,"42.9010884, -78.8739514, Hotel, 3.7, New York"
Mystic Water Resort,"42.0286483, -78.64218129999999, Resort hotel, 4.7, New York"
Days Inn Madera,"36.982527399999995, -120.08745959999999, Hotel, 3.1, California"
Palace Inn Brenham,"30.142139099999998, -96.39869999999999, Hotel, 3.7, Texas"
Sheridan Medical Lodge,"34.0711021, -98.5561752, Health resort, 4.2, Texas"
Bella Toscana Med Spa,"28.8180083, -81.71372559999999, Resort hotel, 4.8, Florida"
Villagio Resorts (now The Belle Manor),"32.5194511, -97.2439804, Resort hotel, 4.5, Texas"
Reel Time Lodging,"28.4162547, -96.7160995, Indoor lodging, 4.9, Texas"
Menla Retreat and Dewa Spa,"42.0677379, -74.3709188, Retreat center, 4.3, New York"
Recharge Bar & Grill,"39.5540812, -119.4900325, Hotel, 3.6, Nevada"
Santa Paula Moose Lodge,"34.353617299999996, -119.0663333, Lodge, 4.2, California"
OYO Hotel Yoakum West,"29.2997072, -97.159109, Extended stay hotel, 4.6, Texas"
Motel 6 San Angelo - South,"31.4162987, -100.4404248, Hotel, 2.9, Texas"
Scottish Inns & Suites,"29.784008099999998, -95.6496154, Indoor lodging, 3.6, Texas"
Brazos House Retreat,"32.3041, -97.7214508, Lodging, 5.0, Texas"
Radisson Hotels & Suites Dallas-Love Field,"32.8201134, -96.8678886, Hotel, 2.4, Texas"
Delux Inn,"32.8894322, -96.6824827, Lodging, 3.2, Texas"
Americas Best Value Inn Reno,"39.536043899999996, -119.8051304, Hotel, 2.8, Nevada"
Dolphin Court Salon & Day Spa,"36.194575, -115.25898049999999, Resort hotel, 4.4, Nevada"
Bluejack National Club & Community,"30.305836399999997, -95.7710443, Resort hotel, 4.8, Texas"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Resort hotel, 4.4, Nevada"
Relax Inn,"26.6481839, -81.8622412, Hotel, 3.0, Florida"
Mystic Water Resort,"42.0286483, -78.64218129999999, Resort hotel, 4.7, New York"
Christopher's,"42.446766, -75.053573, Lodge, 3.8, New York"
La Quinta Inn by Wyndham,"32.7040649, -96.27665309999999, Indoor lodging, 3.6, Texas"
Wallkill Inn & Suites,"41.4636297, -74.3748011, Hotel, 3.1, New York"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
Wallkill Inn & Suites,"41.4636297, -74.3748011, Hotel, 3.1, New York"
Grand Eagle Ford Lodge,"28.930455199999997, -98.5256294, Lodge, 3.3, Texas"
Apopka Golf & Tennis at Errol Estate,"28.703944, -81.53435499999999, Resort hotel, 3.7, Florida"
Baymont Inn & Suites Austin South,"30.211661199999998, -97.75266889999999, Inn, 2.9, Texas"
Chic Apartments at Miami Beach,"25.8040769, -80.1260671, Hotel, 4.3, Florida"
River Landings - Florida Luxury Motorcoach Resort,"26.711015399999997, -81.5342029, Resort hotel, 4.7, Florida"
Inn & Suites,"42.6826168, -74.47401169999999, Hotel, 2.6, New York"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
Villagio Resorts (now The Belle Manor),"32.5194511, -97.2439804, Resort hotel, 4.5, Texas"
Comfort Inn & Suites Longview South - I-20,"32.449475299999996, -94.71444369999999, Lodge, 3.9, Texas"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
Buffalo Airport Inn,"42.950626299999996, -78.693213, Inn, 2.4, New York"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Extended stay hotel, 2.8, Florida"
Historic Carson Hot Springs,"39.193320199999995, -119.7519016, Resort hotel, 4.3, Nevada"
Hilton Grand Vacations Sales Center,"28.399986799999997, -81.49302229999999, Hotel, 4.1, Florida"
Georgia Villas,"35.1489656, -101.8701401, Lodging, 3.8, Texas"
Red Roof Inn Orlando West,"28.5527265, -81.5461443, Hotel, 3.7, Florida"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Extended stay hotel, 2.8, Florida"
American Inn of Cocoa,"28.370505899999998, -80.73614789999999, Motel, 3.3, Florida"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Extended stay hotel, 2.8, Florida"
The Castaways On the River,"29.1658458, -81.52429, Hotel, 4.5, Florida"
Lake Las Vegas,"36.0872257, -114.9312035, Resort hotel, 4.7, Nevada"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Lodge, 2.8, Florida"
Cocoa Beach Towers,"28.3700065, -80.6027483, Holiday accommodation service, 4.6, Florida"
Studio 6,"29.4273039, -98.41566859999999, Hotel, 3.2, Texas"
Wags Pet Motel,"42.953386699999996, -76.3458649, Indoor lodging, 4.6, New York"
Microtel Inn & Suites by Wyndham San Antonio Airport North,"29.580441, -98.475115, Hotel, 3.5, Texas"
Galveston Island Palms Outdoor Events & Parties,"29.2761611, -94.8277282, Self-catering accommodation, 4.7, Texas"
Arcadia Resorts,"27.88141, -82.8491339, Hotel, 4.4, Florida"
You Lucky Dog Pet Resort,"29.657568899999998, -95.47617559999999, Pet friendly accommodation, 4.8, Texas"
Xanadu Salon and Spa,"30.3863585, -95.66654299999999, Resort hotel, 4.8, Texas"
Howard Johnson Inn Austin I-35,"30.228733499999997, -97.7430634, Hotel, 2.4, Texas"
Frontier Motel,"26.2940443, -98.163843, Motel, 3.4, Texas"
Econo Lodge,"26.1135569, -97.16998269999999, Motel, 2.8, Texas"
Americas Best Value Inn Las Vegas,"36.0995491, -115.1652331, Motel, 2.9, Nevada"
The Oaks,"33.0847702, -116.7342453, Retreat center, 4.9, California"
Bodyshop Wellness - Weight Loss - Tanning - Skin Care,"32.5667086, -97.35460599999999, Resort hotel, 4.2, Texas"
Atlantis Salt Cave,"26.366322099999998, -80.18875059999999, Yoga retreat center, 4.4, Florida"
Star Motel,"28.378304699999997, -82.6792076, Motel, 2.6, Florida"
Sage 'n Sand Motel,"29.1656494, -80.9765319, Indoor lodging, 3.9, Florida"
Austin Suites Hotel,"30.3457515, -97.6972012, Hotel, 2.0, Texas"
Aqua Motel,"33.7606239, -117.8642654, Motel, 3.7, California"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Hot spring hotel, 4.4, Nevada"
Summer Lakes,"26.2674323, -81.7437996, Lodging, 4.3, Florida"
Painted Pony Tea Room & Cafe ~ Musical Murder Mystery Dinner Theater,"32.759972399999995, -97.7976553, Self-catering accommodation, 4.8, Texas"
Siena Golf Club,"36.107853999999996, -115.32462299999999, Resort hotel, 4.4, Nevada"
Marco Resort & Club,"25.973250999999998, -81.7283717, Hotel, 4.4, Florida"
The Best Miami Hotel,"25.7054282, -80.29106949999999, Hotel, 2.4, Florida"
Reel Time Lodging,"28.4162547, -96.7160995, Indoor lodging, 4.9, Texas"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Hotel, 2.8, Florida"
Quality Inn Convention Center,"40.7553166, -73.9973521, Lodge, 3.5, New York"
Orchid Island Dog Spa and Resort,"27.713112199999998, -80.4205521, Pet friendly accommodation, 4.5, Florida"
Scottish Inns & Suites,"29.784008099999998, -95.6496154, Hotel, 3.6, Texas"
The Lodge Christian Retreat Center,"38.066305199999995, -120.18478449999999, Retreat center, 5.0, California"
Daddy Joes Lodging in Auberry,"37.0744355, -119.48600859999999, Motel, 4.6, California"
Palace Motel,"32.749397099999996, -96.88702699999999, Motel, 3.4, Texas"
Ronald McDonald House Charities of Amarillo,"35.195986, -101.915077, Indoor lodging, 4.9, Texas"
Hines Motel,"34.006337099999996, -118.16336539999999, Motel, 3.5, California"
Hines Motel,"34.006337099999996, -118.16336539999999, Motel, 3.5, California"
Long Point Camp,"42.655497, -76.911808, Lodging, 4.9, New York"
Camp Florida RV Resort,"27.2651899, -81.3460419, Resort hotel, 4.4, Florida"
Canine Cabana,"27.8576686, -82.2846419, Pet friendly accommodation, 4.8, Florida"
Campus By the Sea,"33.369988, -118.34801999999999, Retreat center, 4.4, California"
Lakemill Lodge,"39.5250881, -119.80903389999999, Lodging, 2.6, Nevada"
Howard Johnson Inn Austin I-35,"30.228733499999997, -97.7430634, Motel, 2.4, Texas"
Sueno Motel,"29.388970999999998, -98.4795, Hotel, 3.5, Texas"
Holiday Inn Buffalo-Downtown,"42.9010884, -78.8739514, Hotel, 3.7, New York"
Knights Inn Bradenton,"27.479056, -82.562516, Lodge, 3.2, Florida"
Traceland Richmond America,"30.0235214, -81.7169952, Lodging, 4.7, Florida"
Knights Inn Jacksboro,"33.203849999999996, -98.15225, Motel, 3.4, Texas"
Days Inn & Suites Plano Medical Center/Dallas,"33.0115298, -96.7979364, Hotel, 2.5, Texas"
VOA Mens Shelter,"39.530033599999996, -119.80890819999999, Lodging, 2.8, Nevada"
Riverbend Retreat Center,"32.2052806, -97.6934668, Retreat center, 4.8, Texas"
Anglers Riverside Retreat,"29.164261399999997, -81.52430869999999, Cabin rental agency, 4.5, Florida"
American Inn & Suites,"31.352374899999997, -96.15153099999999, Motel, 3.7, Texas"
Big Cove Resort,"40.271220799999995, -121.12510289999999, Resort hotel, 4.9, California"
Alys Beach Vacation Rentals,"30.286906, -86.02884499999999, Resort hotel, 4.4, Florida"
Wingate by Wyndham Miramar,"25.9832592, -80.3473305, Extended stay hotel, 3.5, Florida"
5 Star Island,"25.775873999999998, -80.15137059999999, Hotel, 4.1, Florida"
Acra Manor Resort,"42.3099546, -74.0538134, Lodging, 4.0, New York"
Marco Resort & Club,"25.973250999999998, -81.7283717, Resort hotel, 4.4, Florida"
Howard Johnson Inn Austin I-35,"30.228733499999997, -97.7430634, Inn, 2.4, Texas"
Madison Medical Resort,"31.8999082, -102.338965, Health resort, 3.7, Texas"
Coliseum Motor Inn,"40.7230485, -73.57426989999999, Motel, 2.5, New York"
Menla Retreat and Dewa Spa,"42.0677379, -74.3709188, Retreat center, 4.3, New York"
Red Roof Inn Orlando West,"28.5527265, -81.5461443, Hotel, 3.7, Florida"
La Quinta Inn by Wyndham,"32.7040649, -96.27665309999999, Indoor lodging, 3.6, Texas"
Beartown Ski Area Inc,"44.7640957, -73.5837774, Ski resort, 4.8, New York"
The Mansion on Park Row,"32.721077799999996, -97.15388469999999, Resort hotel, 4.7, Texas"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Hot spring hotel, 4.4, Nevada"
Galveston Island Palms Outdoor Events & Parties,"29.2761611, -94.8277282, Self-catering accommodation, 4.7, Texas"
Magnuson Hotel Pensacola,"30.4948639, -87.26289539999999, Inn, 2.2, Florida"
OYO Hotel Yoakum West,"29.2997072, -97.159109, Serviced accommodation, 4.6, Texas"
Motel Oasis,"32.7218418, -97.30409379999999, Motel, 2.8, Texas"
Sheridan Medical Lodge,"34.0711021, -98.5561752, Health resort, 4.2, Texas"
Comfort Inn & Suites Longview South - I-20,"32.449475299999996, -94.71444369999999, Lodge, 3.9, Texas"
Hidden Valley 4-H Camp,"42.3628199, -76.9209135, Lodging, 4.9, New York"
Motel Airport Inn,"33.9462456, -117.44336469999999, Motel, 3.5, California"
Caribbean Mystique Massage & Wellness Spa of Lutz,"28.1930828, -82.4734649, Resort hotel, 4.5, Florida"
Kadampa Meditation Center New York,"41.4771667, -74.79059769999999, Retreat center, 4.8, New York"
Econo Lodge,"29.80021, -82.50929599999999, Hotel, 3.0, Florida"
Drift Inn RV Resort,"39.1214747, -122.86163529999999, Resort hotel, 3.1, California"
Bright N' Shine Pet Dental and Grooming,"26.272585199999998, -80.1629068, Pet friendly accommodation, 4.8, Florida"
Cross Creek Office,"27.2944329, -81.8305492, Indoor lodging, 4.8, Florida"
Amco Hotel and Suites/ Fort Hood,"31.118394799999997, -97.7433471, Indoor lodging, 2.6, Texas"
Fountainhouse Sparks at Victorian Square,"39.536557099999996, -119.7603508, Lodging, 3.8, Nevada"
Sleep Inn JFK Airport,"40.705208999999996, -73.782127, Lodge, 3.8, New York"
Red Roof Inn Orlando West,"28.5527265, -81.5461443, Hotel, 3.7, Florida"
Koson Bungalows,"41.7356592, -74.59972929999999, Resort hotel, 4.6, New York"
IHG Army Hotels Fort Drum Inn,"44.035703, -75.786215, Hotel, 3.9, New York"
Americas Best Value Inn,"30.520492899999997, -97.6899574, Motel, 3.3, Texas"
Padre Escapes Vacation Rentals,"27.607846, -97.22258, Indoor lodging, 4.3, Texas"
"Boxingology, LLC.","40.898690099999996, -73.838751, Health resort, 4.9, New York"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
"Serenity Rose Farm, Cabins & Event Space","30.328925299999998, -95.54484099999999, Group accommodation, 4.8, Texas"
Motel 92,"28.020870199999997, -82.2000961, Motel, 3.6, Florida"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Hot spring hotel, 4.4, Nevada"
Ocean Pearl Spa,"33.1305066, -117.3089219, Resort hotel, 4.6, California"
NBPL Harbor Bld 530,"32.6861493, -117.2337694, Lodging, 4.0, California"
Palace Inn Brenham,"30.142139099999998, -96.39869999999999, Extended stay hotel, 3.7, Texas"
Paws Up Certified Dog Training & Pet Supplies,"43.014733299999996, -74.20798239999999, Pet friendly accommodation, 4.9, New York"
Sueno Motel,"29.388970999999998, -98.4795, Motel, 3.5, Texas"
Southfork Hotel,"33.022086699999996, -96.7087725, Hotel, 3.5, Texas"
The Castaways On the River,"29.1658458, -81.52429, Lodge, 4.5, Florida"
Endicott Inn,"42.0994977, -76.04827379999999, Hotel, 1.5, New York"
Orange Lake Holiday Inn,"28.3684692, -81.6062154, Hotel, 4.7, Florida"
Comfort Inn & Suites Longview South - I-20,"32.449475299999996, -94.71444369999999, Hotel, 3.9, Texas"
New Ebony Hotel,"40.800419399999996, -73.95405099999999, Hotel, 3.3, New York"
Ronald McDonald House Charities of Amarillo,"35.195986, -101.915077, Indoor lodging, 4.9, Texas"
Terrasini,"36.2816103, -115.20616629999999, Lodging, 4.4, Nevada"
Gatewood MOTEL,"36.1513294, -115.1072751, Motel, 3.3, Nevada"
Corporate Inn & Suites,"30.2824192, -95.456932, Motel, 3.6, Texas"
B-Cozy Motel,"43.0677404, -78.84774689999999, Motel, 3.4, New York"
Howard Johnson Express Inn Gainesville FL,"29.617275, -82.340969, Lodge, 3.6, Florida"
La Quinta Inn by Wyndham,"32.7040649, -96.27665309999999, Hotel, 3.6, Texas"
OYO Hotel Yoakum West,"29.2997072, -97.159109, Serviced accommodation, 4.6, Texas"
Red Roof Inn Orlando West,"28.5527265, -81.5461443, Inn, 3.7, Florida"
Drift Inn RV Resort,"39.1214747, -122.86163529999999, Resort hotel, 3.1, California"
Tampa Lakes Health And Rehabilitation Center,"28.099000699999998, -82.4544373, Health resort, 4.2, Florida"
Above and Beyond River Resort,"30.4837128, -99.76039639999999, Resort hotel, 4.4, Texas"
Howard Johnson Inn Austin I-35,"30.228733499999997, -97.7430634, Lodge, 2.4, Texas"
Villa Motel,"29.975277799999997, -93.9891667, Motel, 2.5, Texas"
Macks Inn,"44.5229551, -75.5923627, Inn, 4.5, New York"
Wag N Wheel Wash Self Serve Car Wash & Pet Wash,"43.054257, -75.272033, Pet friendly accommodation, 4.2, New York"
Trickle Creek Cabins,"32.1701226, -97.9290973, Mountain cabin, 4.9, Texas"
Acra Manor Resort,"42.3099546, -74.0538134, Resort hotel, 4.0, New York"
Marywood Retreat and Conference Center,"30.0881123, -81.6423416, Retreat center, 4.9, Florida"
Rio Palace Motor Inn,"33.941136199999995, -118.2779161, Motel, 3.7, California"
Austin Suites Hotel,"30.3457515, -97.6972012, Extended stay hotel, 2.0, Texas"
OYO Hotel Yoakum West,"29.2997072, -97.159109, Extended stay hotel, 4.6, Texas"
The Villas at Seven Dwarfs,"28.324064999999997, -81.466306, Resort hotel, 4.5, Florida"
Grand Motel,"26.043589299999997, -80.14385949999999, Motel, 3.7, Florida"
Angora Bay,"30.102000999999998, -81.7942767, Lodging, 4.1, Florida"
Budget Inn,"32.8022722, -96.9225106, Motel, 2.5, Texas"
Red Roof Inn Orlando West,"28.5527265, -81.5461443, Inn, 3.7, Florida"
Howard Johnson Inn Austin I-35,"30.228733499999997, -97.7430634, Inn, 2.4, Texas"
Depauville Hotel,"44.1394568, -76.0679218, Hotel, 4.6, New York"
Sailmaker Resort,"30.5840668, -81.4446213, Indoor lodging, 4.3, Florida"
Angie's Motel,"26.2548569, -98.3587525, Motel, 4.3, Texas"
Motel 6 Beeville,"28.406637999999997, -97.728809, Motel, 3.9, Texas"
Conch On Inn Motel,"24.9857795, -80.5448567, Motel, 4.4, Florida"
The Best Miami Hotel,"25.7054282, -80.29106949999999, Hotel, 2.4, Florida"
Bolivar Peninsula Tourism and Visitors Center,"29.4639289, -94.62412669999999, Resort hotel, 4.6, Texas"
Angelina Lakeside Inn,"28.6634727, -81.8511359, Inn, 3.5, Florida"
Lake L Subdivision,"30.926347699999997, -95.3342208, Lodging, 3.6, Texas"
Trail Break at Schroon Lake Dining & Lodging,"43.851127899999994, -73.7576322, Motel, 4.6, New York"
A1 Value Inn Hernando,"28.8972436, -82.3729841, Motel, 3.3, Florida"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
The Goat Pens at Cigar Springs Ranch,"29.3383789, -103.5996504, Hotel, 4.7, Texas"
American Inn of Cocoa,"28.370505899999998, -80.73614789999999, Motel, 3.3, Florida"
The Sausage Castle,"28.6746959, -81.7150497, Resort hotel, 4.9, Florida"
Pet Express Wash,"41.1095097, -73.79626499999999, Pet friendly accommodation, 4.8, New York"
The Little White Church,"34.1537907, -118.09830199999999, Retreat center, 4.7, California"
Conch On Inn Motel,"24.9857795, -80.5448567, Motel, 4.4, Florida"
The Castaways On the River,"29.1658458, -81.52429, Resort hotel, 4.5, Florida"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Resort hotel, 4.4, Nevada"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
Leeway Cottages,"30.012741, -98.10571279999999, Indoor lodging, 4.8, Texas"
Florida Motel,"29.916937899999997, -81.32233699999999, Motel, 4.8, Florida"
Best Western Posada Ana Inn-Airport - CLOSED,"29.5178627, -98.48297459999999, Hotel, 4.1, Texas"
